Drugname,Price,Search Query,Date,Price_prev,Price Changed,Form,Company,Region,Category
Aceta,1,AB,10/7/2024 15:47,4,TRUE,Ointment,CureWell,North America,Paracetamol
Aceta,1,AB,10/7/2024 15:47,1,TRUE,Capsule,CureWell,Europe,Paracetamol
Aceta,3,AB,10/7/2024 15:47,3,TRUE,Capsule,MediHealth,Middle East,Paracetamol
Aceta,3,AB,10/7/2024 15:47,3,TRUE,Syrup,BioTech,North America,Paracetamol
Aceta,3,AB,10/7/2024 15:47,3,TRUE,Tablet,PharmaCorp,North America,Paracetamol
Aceta,3,AB,10/7/2024 15:47,3,TRUE,Injection,BioTech,North America,Paracetamol
Ace,2,AB,10/7/2024 15:47,2,TRUE,Injection,CureWell,Europe,Paracetamol
Ace,2,AB,10/7/2024 15:47,1,TRUE,Ointment,PharmaCorp,Africa,Paracetamol
Ace,1,AB,10/7/2024 15:47,2,TRUE,Injection,PharmaCorp,North America,Paracetamol
Ace,1,AB,10/7/2024 15:47,1,TRUE,Tablet,CureWell,Africa,Paracetamol
Ace,2,AB,10/7/2024 15:47,2,TRUE,Ointment,PharmaCorp,Europe,Paracetamol
Ace,1,AB,10/7/2024 15:47,1,TRUE,Injection,PharmaCorp,North America,Paracetamol
Ace,1,AB,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,Middle East,Paracetamol
Ace,1,AB,10/7/2024 15:47,11,TRUE,Ointment,CureWell,Europe,Paracetamol
Ace,11,AB,10/7/2024 15:47,1,TRUE,Capsule,MedGen,Middle East,Paracetamol
Ace,11,AB,10/7/2024 15:47,11,TRUE,Syrup,PharmaCorp,Africa,Paracetamol
Ace,2,AB,10/7/2024 15:47,2,TRUE,Tablet,MediHealth,Asia,Paracetamol
Ace,2,AB,10/7/2024 15:47,1,TRUE,Tablet,BioTech,Asia,Paracetamol
Ace,2,AB,10/7/2024 15:47,13,TRUE,Tablet,MediHealth,Middle East,Paracetamol
Ace,1,AB,10/7/2024 15:47,2,TRUE,Injection,BioTech,Europe,Paracetamol
Ace,1,AB,10/7/2024 15:47,1,TRUE,Ointment,MediHealth,Africa,Paracetamol
Ace,1,AB,10/7/2024 15:47,13,TRUE,Syrup,PharmaCorp,Asia,Paracetamol
Ace,13,AB,10/7/2024 15:47,2,TRUE,Capsule,BioTech,Africa,Paracetamol
Ace,13,AB,10/7/2024 15:47,1,TRUE,Ointment,MedGen,Africa,Paracetamol
Ace,13,AB,10/7/2024 15:47,13,TRUE,Injection,CureWell,Middle East,Paracetamol
Ace,1,AB,10/7/2024 15:47,1,TRUE,Tablet,BioTech,North America,Paracetamol
Ace,1,AB,10/7/2024 15:47,1,TRUE,Syrup,CureWell,Asia,Paracetamol
Ace,1,AB,10/7/2024 15:47,1,TRUE,Syrup,BioTech,Europe,Paracetamol
Ace,1,AB,10/7/2024 15:47,1,TRUE,Syrup,PharmaCorp,Africa,Paracetamol
Ace,1,AB,10/7/2024 15:47,1,TRUE,Capsule,MediHealth,Europe,Paracetamol
Ace,23,AB,10/7/2024 15:47,23,TRUE,Injection,PharmaCorp,Asia,Paracetamol
Ace,23,AB,10/7/2024 15:47,1,TRUE,Syrup,CureWell,North America,Paracetamol
Ace,23,AB,10/7/2024 15:47,1,TRUE,Capsule,MediHealth,Europe,Paracetamol
Ace,2,AB,10/7/2024 15:47,23,TRUE,Syrup,PharmaCorp,Europe,Paracetamol
Ace,2,AB,10/7/2024 15:47,1,TRUE,Capsule,BioTech,Africa,Paracetamol
Ace,2,AB,10/7/2024 15:47,1,TRUE,Tablet,MediHealth,North America,Paracetamol
Ace,1,AB,10/7/2024 15:47,23,TRUE,Injection,CureWell,Africa,Paracetamol
Ace,1,AB,10/7/2024 15:47,1,TRUE,Ointment,CureWell,Europe,Paracetamol
Ace,1,AB,10/7/2024 15:47,1,TRUE,Capsule,MedGen,Middle East,Paracetamol
Ace,3,AB,10/7/2024 15:47,3,TRUE,Ointment,CureWell,Europe,Paracetamol
Ace,3,AB,10/7/2024 15:47,69,TRUE,Injection,BioTech,Europe,Paracetamol
Ace,3,AB,10/7/2024 15:47,2,TRUE,Capsule,PharmaCorp,Asia,Paracetamol
Ace,3,AB,10/7/2024 15:47,10,TRUE,Ointment,CureWell,Africa,Paracetamol
Ace,3,AB,10/7/2024 15:47,2,TRUE,Capsule,BioTech,Africa,Paracetamol
Ace,70,AB,10/7/2024 15:47,3,TRUE,Tablet,MedGen,Middle East,Paracetamol
Ace,70,AB,10/7/2024 15:47,69,TRUE,Tablet,MediHealth,North America,Paracetamol
Alatrol,70,AB,10/7/2024 15:47,2,TRUE,Ointment,MedGen,Europe,Cetirizine Hydrochloride
Alatrol,70,AB,10/7/2024 15:47,10,TRUE,Syrup,PharmaCorp,Africa,Cetirizine Hydrochloride
Alatrol,70,AB,10/7/2024 15:47,2,TRUE,Ointment,MediHealth,North America,Cetirizine Hydrochloride
Alatrol,2,AB,10/7/2024 15:47,3,TRUE,Syrup,BioTech,Africa,Cetirizine Hydrochloride
Alatrol,2,AB,10/7/2024 15:47,69,TRUE,Syrup,BioTech,Europe,Cetirizine Hydrochloride
Alatrol,2,AB,10/7/2024 15:47,2,TRUE,Ointment,CureWell,Africa,Cetirizine Hydrochloride
Alatrol,2,AB,10/7/2024 15:47,10,TRUE,Capsule,MediHealth,Middle East,Cetirizine Hydrochloride
Alatrol,2,AB,10/7/2024 15:47,2,TRUE,Capsule,PharmaCorp,Africa,Cetirizine Hydrochloride
Alatrol,1,AB,10/7/2024 15:47,1,TRUE,Injection,MediHealth,North America,Cetirizine Hydrochloride
Alatrol,3,AB,10/7/2024 15:47,3,TRUE,Syrup,PharmaCorp,Africa,Cetirizine Hydrochloride
Alatrol,1,AB,10/7/2024 15:47,1,TRUE,Syrup,MediHealth,Middle East,Cetirizine Hydrochloride
Alatrol,1,AB,10/7/2024 15:47,1,TRUE,Ointment,MedGen,Middle East,Cetirizine Hydrochloride
Alatrol,1,AB,10/7/2024 15:47,1,TRUE,Tablet,BioTech,Europe,Cetirizine Hydrochloride
Alatrol,10,AB,10/7/2024 15:47,3,TRUE,Ointment,PharmaCorp,Asia,Cetirizine Hydrochloride
Alatrol,10,AB,10/7/2024 15:47,69,TRUE,Injection,PharmaCorp,Middle East,Cetirizine Hydrochloride
Alatrol,10,AB,10/7/2024 15:47,2,TRUE,Ointment,PharmaCorp,Asia,Cetirizine Hydrochloride
Alatrol,10,AB,10/7/2024 15:47,10,TRUE,Ointment,PharmaCorp,Asia,Cetirizine Hydrochloride
Alatrol,10,AB,10/7/2024 15:47,2,TRUE,Ointment,MedGen,Africa,Cetirizine Hydrochloride
Alatrol,2,AB,10/7/2024 15:47,3,TRUE,Injection,BioTech,Asia,Cetirizine Hydrochloride
Alatrol,2,AB,10/7/2024 15:47,69,TRUE,Injection,BioTech,Middle East,Cetirizine Hydrochloride
Alatrol,2,AB,10/7/2024 15:47,2,TRUE,Syrup,CureWell,Asia,Cetirizine Hydrochloride
Alatrol,2,AB,10/7/2024 15:47,10,TRUE,Injection,CureWell,Asia,Cetirizine Hydrochloride
Alatrol,2,AB,10/7/2024 15:47,2,TRUE,Capsule,CureWell,Middle East,Cetirizine Hydrochloride
Alatrol,1,AB,10/7/2024 15:47,1,TRUE,Tablet,BioTech,North America,Cetirizine Hydrochloride
Alatrol,1,AB,10/7/2024 15:47,2,TRUE,Capsule,BioTech,Africa,Cetirizine Hydrochloride
Alatrol,1,AB,10/7/2024 15:47,2,TRUE,Injection,BioTech,Europe,Cetirizine Hydrochloride
Alatrol,2,AB,10/7/2024 15:47,1,TRUE,Syrup,BioTech,North America,Cetirizine Hydrochloride
Alatrol,2,AB,10/7/2024 15:47,2,TRUE,Tablet,MedGen,North America,Cetirizine Hydrochloride
Alatrol,2,AB,10/7/2024 15:47,2,TRUE,Injection,PharmaCorp,Middle East,Cetirizine Hydrochloride
Alatrol,2,AB,10/7/2024 15:47,1,TRUE,Injection,PharmaCorp,Africa,Cetirizine Hydrochloride
Alatrol,2,AB,10/7/2024 15:47,2,TRUE,Injection,MediHealth,Europe,Cetirizine Hydrochloride
Alatrol,2,AB,10/7/2024 15:47,2,TRUE,Syrup,MediHealth,Africa,Cetirizine Hydrochloride
Alatrol,14,AB,10/7/2024 15:47,1,TRUE,Syrup,BioTech,Middle East,Cetirizine Hydrochloride
Alatrol,14,AB,10/7/2024 15:47,2,TRUE,Tablet,CureWell,Europe,Cetirizine Hydrochloride
Alatrol,14,AB,10/7/2024 15:47,2,TRUE,Tablet,MedGen,Middle East,Cetirizine Hydrochloride
Alatrol,25,AB,10/7/2024 15:47,25,TRUE,Capsule,PharmaCorp,Africa,Cetirizine Hydrochloride
Alatrol,25,AB,10/7/2024 15:47,1,TRUE,Syrup,BioTech,Asia,Cetirizine Hydrochloride
Alatrol,25,AB,10/7/2024 15:47,1,TRUE,Injection,BioTech,North America,Cetirizine Hydrochloride
Alatrol,25,AB,10/7/2024 15:47,1,TRUE,Syrup,MedGen,Africa,Cetirizine Hydrochloride
Alatrol,25,AB,10/7/2024 15:47,1,TRUE,Syrup,MedGen,Europe,Cetirizine Hydrochloride
Amodis,25,AB,10/7/2024 15:47,3,TRUE,Capsule,CureWell,North America,Metronidazole
Amodis,1,AB,10/7/2024 15:47,25,TRUE,Injection,MedGen,North America,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Injection,PharmaCorp,Europe,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Syrup,MediHealth,North America,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Capsule,BioTech,North America,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Tablet,CureWell,Middle East,Metronidazole
Amodis,1,AB,10/7/2024 15:47,3,TRUE,Injection,PharmaCorp,Asia,Metronidazole
Amodis,1,AB,10/7/2024 15:47,25,TRUE,Injection,MedGen,Asia,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Syrup,CureWell,Middle East,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Capsule,MedGen,Asia,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Injection,CureWell,Africa,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Capsule,MediHealth,Europe,Metronidazole
Amodis,1,AB,10/7/2024 15:47,3,TRUE,Syrup,PharmaCorp,North America,Metronidazole
Amodis,1,AB,10/7/2024 15:47,25,TRUE,Ointment,MediHealth,North America,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Tablet,BioTech,Middle East,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Syrup,MediHealth,North America,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Injection,BioTech,Middle East,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,North America,Metronidazole
Amodis,1,AB,10/7/2024 15:47,3,TRUE,Tablet,MediHealth,North America,Metronidazole
Amodis,1,AB,10/7/2024 15:47,25,TRUE,Injection,CureWell,Middle East,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,Africa,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Capsule,MedGen,Middle East,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Syrup,MediHealth,Europe,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Injection,PharmaCorp,Africa,Metronidazole
Amodis,1,AB,10/7/2024 15:47,3,TRUE,Syrup,MedGen,Europe,Metronidazole
Amodis,3,AB,10/7/2024 15:47,25,TRUE,Syrup,PharmaCorp,Middle East,Metronidazole
Amodis,3,AB,10/7/2024 15:47,1,TRUE,Injection,MedGen,Africa,Metronidazole
Amodis,3,AB,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,North America,Metronidazole
Amodis,3,AB,10/7/2024 15:47,1,TRUE,Ointment,BioTech,Middle East,Metronidazole
Amodis,3,AB,10/7/2024 15:47,1,TRUE,Capsule,BioTech,Asia,Metronidazole
Amodis,3,AB,10/7/2024 15:47,3,TRUE,Injection,MedGen,Middle East,Metronidazole
Amodis,34,AB,10/7/2024 15:47,32,TRUE,Capsule,MediHealth,Europe,Metronidazole
Amodis,34,AB,10/7/2024 15:47,1,TRUE,Injection,CureWell,Africa,Metronidazole
Amodis,34,AB,10/7/2024 15:47,1,TRUE,Syrup,CureWell,Africa,Metronidazole
Amodis,34,AB,10/7/2024 15:47,1,TRUE,Capsule,PharmaCorp,Middle East,Metronidazole
Amodis,1,AB,10/7/2024 15:47,32,TRUE,Injection,CureWell,Middle East,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Injection,BioTech,Middle East,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Injection,MedGen,Africa,Metronidazole
Amodis,1,AB,10/7/2024 15:47,1,TRUE,Capsule,CureWell,Europe,Metronidazole
Amodis,1,AB,10/7/2024 15:47,32,TRUE,Ointment,MediHealth,Africa,Metronidazole
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Syrup,MediHealth,Africa,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Ointment,MedGen,Africa,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Capsule,CureWell,North America,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,32,TRUE,Injection,PharmaCorp,Africa,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Syrup,PharmaCorp,Middle East,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Capsule,PharmaCorp,Middle East,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Tablet,MediHealth,Europe,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Syrup,PharmaCorp,North America,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Injection,MediHealth,Middle East,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Syrup,PharmaCorp,Africa,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Injection,MediHealth,Asia,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Capsule,CureWell,North America,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Ointment,PharmaCorp,Middle East,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Capsule,CureWell,Europe,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Injection,CureWell,Asia,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Capsule,MediHealth,North America,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Injection,BioTech,Asia,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Capsule,CureWell,Africa,Cetirizine Hydrochloride
Atrizin,1,AB,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,Asia,Cetirizine Hydrochloride
Atrizin,1,AC,10/7/2024 15:47,1,TRUE,Injection,PharmaCorp,Europe,Cetirizine Hydrochloride
Atrizin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,CureWell,Asia,Cetirizine Hydrochloride
Atrizin,1,AC,10/7/2024 15:47,1,TRUE,Injection,CureWell,Europe,Cetirizine Hydrochloride
Atrizin,3,AC,10/7/2024 15:47,3,TRUE,Syrup,CureWell,Asia,Cetirizine Hydrochloride
Atrizin,3,AC,10/7/2024 15:47,1,TRUE,Ointment,BioTech,Africa,Cetirizine Hydrochloride
Atrizin,1,AC,10/7/2024 15:47,3,TRUE,Ointment,CureWell,Asia,Cetirizine Hydrochloride
Atrizin,1,AC,10/7/2024 15:47,1,TRUE,Syrup,MedGen,Europe,Cetirizine Hydrochloride
Atrizin,1,AC,10/7/2024 15:47,1,TRUE,Injection,MediHealth,Middle East,Cetirizine Hydrochloride
Atrizin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,BioTech,Europe,Cetirizine Hydrochloride
Atrizin,1,AC,10/7/2024 15:47,1,TRUE,Injection,CureWell,Asia,Cetirizine Hydrochloride
Atrizin,1,AC,10/7/2024 15:47,1,TRUE,Capsule,MediHealth,Africa,Cetirizine Hydrochloride
Atrizin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MedGen,Europe,Cetirizine Hydrochloride
Atrizin,1,AC,10/7/2024 15:47,1,TRUE,Injection,MediHealth,North America,Cetirizine Hydrochloride
Atrizin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MediHealth,Europe,Cetirizine Hydrochloride
Atrizin,1,AC,10/7/2024 15:47,1,TRUE,Injection,MedGen,Europe,Cetirizine Hydrochloride
Atrizin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,CureWell,Middle East,Cetirizine Hydrochloride
Atrizin,1,AC,10/7/2024 15:47,1,TRUE,Tablet,BioTech,North America,Cetirizine Hydrochloride
Atrizin,1,AC,10/7/2024 15:47,1,TRUE,Capsule,MedGen,Asia,Cetirizine Hydrochloride
Atrizin,1,AC,10/7/2024 15:47,2,TRUE,Injection,PharmaCorp,Middle East,Cetirizine Hydrochloride
Atrizin,2,AC,10/7/2024 15:47,2,TRUE,Tablet,PharmaCorp,Asia,Cetirizine Hydrochloride
Atrizin,2,AC,10/7/2024 15:47,2,TRUE,Tablet,BioTech,Asia,Cetirizine Hydrochloride
Axodin,2,AC,10/7/2024 15:47,1,TRUE,Ointment,CureWell,Middle East,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,2,TRUE,Syrup,PharmaCorp,Africa,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Capsule,CureWell,Europe,Fexofenadine Hydrochloride
Axodin,2,AC,10/7/2024 15:47,1,TRUE,Syrup,BioTech,Europe,Fexofenadine Hydrochloride
Axodin,2,AC,10/7/2024 15:47,2,TRUE,Ointment,BioTech,Africa,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Capsule,MediHealth,Europe,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Injection,CureWell,Asia,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Tablet,BioTech,Asia,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Syrup,MediHealth,Europe,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Tablet,CureWell,Europe,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Injection,CureWell,Asia,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Syrup,CureWell,Europe,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Capsule,PharmaCorp,North America,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Injection,MedGen,North America,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MedGen,Middle East,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Tablet,MediHealth,Middle East,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Injection,MedGen,Africa,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Capsule,CureWell,North America,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,2,TRUE,Injection,PharmaCorp,Middle East,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Capsule,BioTech,Europe,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Tablet,MedGen,Asia,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,2,TRUE,Injection,BioTech,North America,Fexofenadine Hydrochloride
Axodin,2,AC,10/7/2024 15:47,1,TRUE,Ointment,CureWell,Africa,Fexofenadine Hydrochloride
Axodin,2,AC,10/7/2024 15:47,1,TRUE,Capsule,MedGen,Europe,Fexofenadine Hydrochloride
Axodin,2,AC,10/7/2024 15:47,2,TRUE,Ointment,MedGen,Asia,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Capsule,MedGen,North America,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Syrup,MediHealth,North America,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Capsule,MediHealth,Europe,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,PharmaCorp,Europe,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MedGen,Africa,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Syrup,CureWell,Africa,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Tablet,MediHealth,Middle East,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Tablet,MedGen,Africa,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,CureWell,Africa,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,CureWell,North America,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,CureWell,North America,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Injection,MediHealth,Europe,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Injection,MedGen,Asia,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Capsule,MedGen,North America,Fexofenadine Hydrochloride
Axodin,1,AC,10/7/2024 15:47,1,TRUE,Tablet,CureWell,Middle East,Fexofenadine Hydrochloride
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MediHealth,Europe,Azithromycin Dihydrate
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,Europe,Azithromycin Dihydrate
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Injection,BioTech,North America,Azithromycin Dihydrate
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Syrup,PharmaCorp,Europe,Azithromycin Dihydrate
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MediHealth,Europe,Azithromycin Dihydrate
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Tablet,PharmaCorp,Middle East,Azithromycin Dihydrate
Azithrocin,3,AC,10/7/2024 15:47,3,TRUE,Capsule,MediHealth,Asia,Azithromycin Dihydrate
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,MediHealth,Europe,Azithromycin Dihydrate
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Syrup,MedGen,Asia,Azithromycin Dihydrate
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Capsule,CureWell,Europe,Azithromycin Dihydrate
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,PharmaCorp,Africa,Azithromycin Dihydrate
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Syrup,BioTech,Asia,Azithromycin Dihydrate
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,BioTech,Europe,Azithromycin Dihydrate
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Capsule,BioTech,North America,Azithromycin Dihydrate
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Capsule,BioTech,Africa,Azithromycin Dihydrate
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Syrup,CureWell,Europe,Azithromycin Dihydrate
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Tablet,MedGen,Europe,Azithromycin Dihydrate
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,PharmaCorp,Africa,Azithromycin Dihydrate
Azithrocin,1,AC,10/7/2024 15:47,1,TRUE,Ointment,BioTech,North America,Azithromycin Dihydrate
